eventno	jetmultiplicity	axion_Eta	axion_Phi	axion_pT	axion_Px	axion_Py	axion_Pz	axion_E	Z_Eta	Z_Phi	Z_pT	Z_Px	Z_Py	Z_Pz	Z_E	highb_Eta	highb_Phi	highb_pT	highb_Px	highb_Py	highb_Pz	highb_E	lowb_Eta	lowb_Phi	lowb_pT	lowb_Px	lowb_Py	lowb_Pz	lowb_E	genphoton_Eta	genphoton_Phi	genphoton_pT	genphoton_Px	genphoton_Py	genphoton_Pz	genphoton_E	jet1_Eta	jet1_Phi	jet1_pT	jet1_Px	jet1_Py	jet1_Pz	jet1_E	jet2_Eta	jet2_Phi	jet2_pT	jet2_Px	jet2_Py	jet2_Pz	jet2_E	jet3_Eta	jet3_Phi	jet3_pT	jet3_Px	jet3_Py	jet3_Pz	jet3_E	jet4_Eta	jet4_Phi	jet4_pT	jet4_Px	jet4_Py	jet4_Pz	jet4_E	isophoton_Eta	isophoton_Phi	isophoton_pT	isophoton_Px	isophoton_Py	isophoton_Pz	isophoton_E	jet1_btag	jet2_btag	jet3_btag	jet4_btag	invmass_2j1p	delta_eta_jet1_jet2	delta_phi_jet1_jet2	deltaR_jet1_jet2
125277	2	1.31956	2.07452	80.9236	-39.0609	70.8722	140.585	168.337	1.60547	2.34999	69.8684	-49.097	49.7099	166.965	203.614	1.42105	2.08507	72.2729	-35.5515	62.9242	140.932	158.453	-0.0399297	1.98659	8.68828	-3.50934	7.94801	-0.347013	9.88416	0.967942	-2.01363	23.4215	-10.0362	-21.1623	26.3804	35.2773	0.377156	-0.790738	75.615	53.1816	-53.7526	29.1996	81.057	1.431	2.10149	64.4678	-32.629	55.6008	127.125	142.537	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.964037	-2.02004	24.9181	-10.8215	-22.4457	27.9197	37.4222	1	1	0	0	183.47899952444146	-1.053844	-2.8922280000000002	3.0782413778519713
125366	2	-0.0258575	-1.85048	25.9803	-7.17203	-24.9708	-0.671863	51.9628	-2.04317	0.900737	9.75618	6.0589	7.64675	-37.0022	102.548	0.00293789	-2.5315	31.2809	-25.6376	-17.9223	0.0919001	31.6322	-0.0386323	-0.364641	19.7651	18.4656	-7.04852	-0.763763	20.3306	-0.903921	1.18544	35.1989	13.2309	32.6175	-36.3303	50.5851	-0.126996	-0.36193	26.4807	24.7652	-9.3763	-3.372	26.6946	0.0511851	-2.54006	25.316	-20.8723	-14.3266	1.29637	25.3492	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.889926	1.17636	36.5594	14.0492	33.7522	-37.0029	52.0174	1	1	0	0	94.22682450119554	-0.17818109999999998	2.17813	2.1854058664918994
125472	2	1.87566	-0.791458	25.2341	17.7347	-17.951	80.3943	95.5248	4.28853	-2.58596	6.10459	-5.18624	-3.22007	222.345	240.067	1.15929	0.0126636	28.996	28.9937	0.367185	41.6666	50.98	1.351	-2.12191	21.5016	-11.259	-18.3182	38.7277	44.5448	2.35279	2.57038	27.2465	-22.921	14.7309	141.951	144.542	1.17142	0.108054	24.4512	24.3086	2.63691	35.6575	43.2356	1.37897	-2.0588	23.5427	-11.0383	-20.7946	43.7771	49.7061	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.35599	2.57287	28.0759	-23.6564	15.1206	146.75	149.412	1	1	0	0	86.36404134622178	-0.20755000000000012	2.1668540000000003	2.1767712924917033
125498	2	-0.5115	0.919406	44.8604	27.1985	35.6748	-23.9598	67.91	-0.305188	1.47665	31.6381	2.97428	31.498	-9.80616	96.2752	0.0965502	1.30755	34.1434	8.88454	32.9672	3.30167	34.6231	-1.17944	0.146783	18.5131	18.314	2.70765	-27.2615	33.2868	0.547947	-2.97085	24.5817	-24.2242	-4.17687	14.1537	28.3652	-0.909674	-0.731101	35.6729	26.5563	-23.8184	-37.1151	51.479	-0.304058	1.03899	28.1762	14.2878	24.2849	-8.69983	29.4887	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.550506	-2.97706	23.937	-23.6137	-3.9206	13.8532	27.6566	1	1	0	0	102.3174905621082	-0.6056159999999999	-1.770091	1.870826792553763
125662	2	0.138628	-2.48841	37.4307	-29.7257	-22.7474	5.20559	58.7712	-1.24851	-1.23825	41.8721	13.6693	-39.578	-66.9583	144.643	0.045302	2.99898	30.6093	-30.2986	4.35039	1.38714	30.9991	0.140421	-1.54966	27.1038	0.572905	-27.0977	3.81846	27.772	-1.22241	-0.369988	46.5445	43.395	-16.8307	-72.1639	85.8721	0.139344	-1.63127	30.5225	-1.84471	-30.4667	4.26691	30.8193	0.0869997	2.99248	25.8824	-25.5952	3.84508	2.25461	25.9805	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.23028	-0.369126	45.3325	42.279	-16.356	-70.9446	84.1913	1	1	0	0	116.87977853175072	0.052344299999999996	1.659435307179586	1.6602606616000684
125733	2	-1.56553	-1.69174	30.5644	-3.68764	-30.3411	-69.9347	88.5988	-3.88415	0.628688	3.3813	2.73479	1.98849	-82.1737	123.759	-1.43608	-2.55045	26.1175	-21.6854	-14.5556	-51.7952	58.1976	-0.699314	-0.720006	23.9396	17.9978	-15.7855	-18.1395	30.4012	-0.363271	1.37469	32.9613	6.42243	32.3296	-12.239	35.1602	-1.41354	-2.53608	37.4214	-30.7682	-21.2998	-72.3577	81.4617	-0.686964	-0.74269	26.3492	19.4102	-17.8192	-19.5586	32.8149	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.348295	1.37453	33.6418	6.56038	32.9959	-11.9556	35.703	1	1	0	0	107.90736441631593	-0.726576	-1.79339	1.934983301187894
125841	2	2.40619	-1.62764	21.0062	-1.19342	-20.9722	115.549	125.775	1.86321	-0.479541	44.1963	39.2113	-20.3909	138.981	172.486	1.51327	-1.0516	30.9069	15.3354	-26.834	66.7804	73.7356	1.74677	2.80079	17.5374	-16.5288	5.86174	48.7688	52.0389	0.551479	0.0143859	40.4089	40.4047	0.5813	23.4315	46.711	1.76346	2.90085	39.0259	-37.9004	9.30475	110.465	117.156	1.54114	-1.04972	23.8833	11.8895	-20.7136	53.2095	58.3238	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.551098	0.00230143	40.822	40.8219	0.0939491	23.6531	47.1795	1	1	0	0	118.90391688818828	0.22232000000000007	2.3326153071795863	2.343185940912184
126033	2	2.49506	2.25655	30.3235	-19.2024	23.4687	182.547	190.442	4.85985	-1.58149	5.11352	-0.0546696	-5.11323	329.813	341.673	1.91092	-3.06555	26.8192	-26.7417	-2.03731	88.6557	92.7427	1.97397	1.28339	26.5969	7.53929	25.506	93.8915	97.699	2.16062	-0.980541	34.403	19.1478	-28.5819	147.266	151.231	1.94032	-3.13869	25.6669	-25.6667	-0.0744347	87.4894	91.1767	1.97911	1.35459	23.4136	5.02281	22.8685	83.0961	86.3317	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.1687	-0.990852	33.8612	18.5552	-28.3246	146.154	150.026	1	1	0	0	83.1860738532958	-0.03878999999999988	1.7899053071795858	1.7903255773097941
126148	2	1.65748	0.776266	49.0432	34.994	34.3607	123.967	140.706	2.89388	0.684161	22.6397	17.5447	14.3089	203.846	224.891	1.39168	1.35977	38.7628	8.11925	37.903	73.1247	82.8967	1.38658	-0.131051	27.1072	26.8748	-3.54228	50.8427	57.8089	1.82006	-2.28691	26.5811	-17.4494	-20.0518	79.8789	84.1855	1.31633	1.36103	32.1826	6.70154	31.4772	55.7013	64.33	1.40612	-0.139113	22.9027	22.6814	-3.1758	43.916	49.5293	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.8169	-2.28666	25.9351	-17.0204	-19.5688	77.679	81.8942	1	1	0	0	81.58654344037619	-0.08979000000000004	1.500143	1.5028277561147851
126447	2	1.26588	-3.10531	47.2783	-47.2472	-1.71516	77.1635	101.068	2.70045	-3.00781	20.4568	-20.274	-2.7287	151.577	180.226	0.799533	-2.62853	40.252	-35.0694	-19.7576	35.7229	54.0225	1.39976	2.16451	21.7676	-12.1778	18.0424	41.4406	47.0451	1.73862	-0.037558	26.9922	26.9732	-1.01354	74.414	79.1582	0.771336	-2.63406	34.4612	-30.1172	-16.749	29.2965	45.2312	1.29899	2.29867	25.3264	-16.8493	18.9084	42.9637	49.8729	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.73357	-0.0407197	25.7679	25.7465	-1.04897	70.6574	75.2094	1	1	0	0	90.16499563414341	-0.5276540000000001	1.3504553071795868	1.4498787123085546
126762	2	1.75608	2.77978	30.8741	-28.8753	10.9284	86.7092	102.457	3.8974	0.988611	4.41871	2.42963	3.69078	108.819	141.46	1.68515	-2.69942	25.8461	-23.3603	-11.0597	67.3016	72.2469	0.775895	1.81654	22.6692	-5.51492	21.9881	19.4076	30.2099	0.642911	-0.227207	32.1307	31.3049	-7.23765	22.1099	39.0029	1.63042	-2.73534	25.2665	-23.21	-9.98463	62.0313	66.9796	0.810121	1.8729	24.3893	-7.25644	23.2848	21.9916	32.84	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.62691	-0.228248	32.3136	31.4756	-7.31165	21.611	38.8742	1	1	0	0	89.6692174245655	0.820299	1.674945307179586	1.8650287481548153
127151	2	2.2688	3.03771	33.1585	-32.9797	3.43853	158.57	168.134	7.9196	1.54998	0.241346	0.00502417	0.241293	331.931	344.634	1.7106	2.16864	28.6278	-16.1136	23.6623	76.6008	81.9105	1.85349	-2.26592	26.3337	-16.8662	-20.2237	81.9688	86.2232	2.35682	-0.0966288	33.1393	32.9847	-3.19723	173.362	176.501	1.84314	-2.29904	31.9543	-21.2676	-23.8488	98.3876	103.447	1.74298	2.23367	30.8187	-18.9653	24.2922	85.3576	90.7508	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.35892	-0.0923932	34.5411	34.3938	-3.18683	181.083	184.348	1	1	0	0	100.77542203049842	0.10016000000000003	1.7504753071795864	1.7533384803412795
127424	2	-0.750441	0.315789	25.1797	23.9346	7.81999	-20.7201	55.5719	-1.56327	-1.81035	23.5907	-5.59729	-22.917	-53.8455	109.555	-0.788758	0.106814	32.1446	31.9614	3.42698	-28.0664	42.9312	0.734887	2.64083	9.15032	-8.02682	4.39301	7.34628	12.6407	-0.714714	-2.3362	42.6251	-29.5319	-30.737	-33.1254	53.9833	1.40406	2.1503	37.5284	-20.5509	31.4013	71.7941	81.0109	-0.815551	0.103755	33.4874	33.3073	3.46826	-30.4404	45.2551	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.71647	-2.32839	42.8278	-29.4302	-31.1141	-33.3783	54.2985	1	1	0	0	179.5767595454334	2.219611	2.046545	3.0191090454546354
127443	2	-1.73618	2.15379	29.0337	-15.9838	24.2379	-79.8342	96.1352	-1.46454	1.54623	31.7085	0.77901	31.699	-64.9131	119.785	-1.27126	1.86275	38.5135	-11.085	36.8838	-63.2556	74.2068	-1.03028	-1.94037	13.5615	-4.89871	-12.6458	-16.5786	21.9284	0.742955	0.418767	18.3482	16.7628	7.46102	14.9211	23.6494	-1.28947	1.81004	37.368	-8.85492	36.3037	-62.6932	72.985	-1.16023	-2.23051	23.009	-14.102	-18.1809	-33.1015	40.3128	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.744753	0.40782	18.0342	16.5552	7.15252	14.7075	23.2711	1	1	0	0	106.75254855650611	-0.1292399999999998	2.2426353071795857	2.2463561824894276
128002	3	0.432623	0.217919	57.139	55.7877	12.3534	25.498	77.0716	0.0433159	-0.331072	77.4506	73.2446	-25.1759	3.35589	124.013	-0.176194	0.571652	33.8475	28.466	18.3122	-5.99463	34.694	0.967849	-0.214736	27.9639	27.3217	-5.95883	31.4927	42.3776	-0.512255	-1.13541	41.3907	17.4569	-37.5293	-22.1421	46.9411	0.901841	-0.118684	35.8478	35.5957	-4.24457	36.893	51.4409	-0.178215	0.551391	30.1909	25.7165	15.8162	-5.40899	30.6716	0.381236	2.9623	27.8748	-27.4279	4.97094	10.8862	29.9251	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.520248	-1.14856	42.9411	17.5973	-39.1698	-23.3615	48.8846	1	1	0	0	100.52808991575932	1.080056	-0.670075	1.271031655294627
128145	2	-0.505943	-2.81441	23.5603	-22.3105	-7.57181	-12.4353	52.2857	0.71475	-2.09858	27.5865	-13.8932	-23.8326	21.4397	90.7926	-0.575803	2.46698	24.2265	-18.9196	15.1318	-14.7334	28.7417	0.0999457	-1.71905	22.9554	-3.39086	-22.7036	2.29811	23.544	1.37449	-1.09314	18.3102	8.41727	-16.2608	33.875	38.5069	-0.627207	2.4558	35.8556	-27.7493	22.7069	-23.9927	43.1425	0.0020129	-1.62491	25.3119	-1.36899	-25.2749	0.0509506	25.312	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.36458	-1.09487	18.7914	8.60957	-16.703	34.3748	39.1758	1	1	0	0	103.36079477359606	-0.6292198999999999	2.2024753071795864	2.290592753261003
128239	2	-1.07469	-2.90891	50.6877	-49.3217	-11.6882	-65.5819	94.3226	-2.28254	-3.0895	19.8485	-19.8216	-1.03347	-96.2611	138.197	-1.06822	-3.03688	52.6332	-52.3449	-5.50152	-67.5433	85.758	0.281122	-1.11626	6.88586	3.02321	-6.1867	1.96136	8.56458	-0.865822	0.346597	31.3652	29.5001	10.6547	-30.6792	43.8747	-1.06917	-3.00911	57.9202	-57.4127	-7.65083	-74.4179	94.3015	0.0601064	0.601534	31.9206	26.3175	18.0641	1.91979	31.9783	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.859828	0.341559	31.6466	29.8185	10.6002	-30.6896	44.0836	1	1	0	0	133.91336259009032	-1.1292764	2.672541307179586	2.90133455950501
128515	2	-0.416277	-2.18215	53.1973	-30.534	-43.5618	-22.7899	73.309	-1.39209	-0.976968	7.06554	3.95344	-5.85595	-13.3352	125.275	-0.490154	-1.73656	43.9435	-7.25076	-43.3411	-22.4119	49.5521	-0.0162341	-3.13212	23.2842	-23.2832	-0.220636	-0.378015	23.7569	0.183988	0.829949	51.099	34.4874	37.7058	9.45476	51.9663	-0.514302	-1.76712	40.1566	-7.83318	-39.3852	-21.5752	45.5855	-0.0319621	-3.06157	25.1605	-25.08	-2.01124	-0.804319	25.1734	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18297	0.827612	52.4722	35.5046	38.6362	9.6545	53.353	1	1	0	0	123.39976997784738	-0.48233990000000004	1.29445	1.381395157669235
128574	2	0.507941	2.18234	49.6919	-28.5298	40.6858	26.34	72.0311	2.79165	-3.05696	4.03672	-4.02227	-0.341213	32.7913	120.254	0.858961	2.69255	31.675	-28.5349	13.7501	30.6789	44.3463	-0.160396	1.57061	26.9357	0.00508522	26.9357	-4.33891	27.6848	0.134587	-1.03233	47.7895	24.5075	-41.027	6.4513	48.223	-0.0978603	1.55079	30.2802	0.605633	30.2741	-2.96796	30.4253	0.906026	2.70625	29.2385	-26.5113	12.3306	30.2669	42.083	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.134362	-1.04543	45.605	22.8724	-39.4546	6.14605	46.0173	1	1	0	0	113.6249385502875	-1.0038863	-1.15546	1.5306454569650314
128810	2	-0.673855	-0.864563	25.7882	16.7359	-19.62	-18.7228	55.137	-1.40642	-2.70425	22.9318	-20.7734	-9.71248	-43.9864	101.433	-0.780432	-1.73251	24.8524	-4.00159	-24.5281	-21.4253	33.1478	0.126478	0.232404	21.3104	20.7374	4.90815	2.70249	21.9892	-0.612225	2.88336	38.7957	-37.5093	9.9075	-25.2635	46.2963	0.180918	0.256263	41.2241	39.8779	10.449	7.49894	41.9006	-0.74215	-1.72202	30.8785	-4.65182	-30.5261	-25.0789	39.7798	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.625371	2.89397	38.0908	-36.9289	9.33617	-25.4042	45.7851	1	1	0	0	119.50543295652753	0.923068	1.9782830000000002	2.183038744666022
129658	2	0.0490061	2.28102	58.3028	-38.0136	44.2062	2.85834	73.706	-0.178304	2.15009	36.7272	-20.1056	30.7352	-6.58336	98.0229	0.365298	2.70395	40.6575	-36.8257	17.2309	15.1846	43.6543	-0.441975	1.6148	27.0014	-1.18791	26.9753	-12.3263	30.0517	-0.40977	-0.644931	22.409	17.908	-13.4711	-9.4417	24.3169	0.356731	2.66924	42.0027	-37.4035	19.1103	15.3035	44.7037	-0.476446	1.69819	25.0883	-3.18743	24.885	-12.4106	27.9901	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.40865	-0.628736	21.81	17.6393	-12.827	-9.16281	23.6566	1	1	0	0	88.01049689784168	0.8331770000000001	0.9710499999999997	1.2795006900463164
130400	2	-2.55204	1.03892	25.9129	13.1418	22.3332	-165.264	173.232	-2.9123	2.22254	19.9164	-12.0807	15.8341	-182.68	204.564	-2.00494	1.24877	36.961	11.6977	35.0611	-134.741	139.797	-1.60282	-1.45783	12.8096	1.44404	-12.7279	-30.5233	33.4343	-0.62678	-2.88941	26.0464	-25.2225	-6.49908	-17.4154	31.3323	-2.02133	1.24209	35.0451	11.3131	33.1688	-129.945	134.588	-0.838319	-0.726114	25.1261	18.7883	-16.6829	-23.619	34.4844	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.641521	-2.88639	25.4173	-24.5941	-6.41636	-17.4474	30.8294	1	1	0	0	102.87907816547734	-1.1830109999999998	1.968204	2.296375842874376
130986	2	0.682797	-0.659021	67.6996	53.5227	-41.4554	49.9015	95.3942	1.26103	-0.617487	93.0626	75.8772	-53.8821	151.026	199.703	0.365175	-0.821883	60.8319	41.4169	-44.5551	22.7113	65.1031	1.51962	0.250664	12.4963	12.1058	3.09968	27.1902	30.2912	2.08346	-0.507357	25.5763	22.3545	-12.4267	101.125	104.309	-0.330054	2.60343	69.281	-59.4882	35.5108	-23.2839	73.089	0.482431	-0.858127	39.8006	26.0238	-30.1139	19.9546	44.5227	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.07398	-0.519866	25.8439	22.4296	-12.8383	101.189	104.437	1	1	0	0	198.87675339918442	-0.812485	2.8216283071795862	2.9362762436634156
131067	2	-1.50305	0.857788	42.7094	27.9367	32.3053	-91.2467	110.337	-2.04657	0.801887	85.073	59.1556	61.1394	-323.794	346.735	-1.20987	0.786517	51.3302	36.2553	36.3365	-78.4019	93.8283	-1.13189	-2.69033	9.24388	-8.31856	-4.03125	-12.8448	16.5084	-2.40104	0.745708	42.4973	31.2189	28.8341	-232.547	236.398	-1.519	-2.3844	77.9025	-56.6169	-53.51	-169.389	186.444	-1.242	0.810161	46.8693	32.3108	33.952	-74.3748	87.911	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-2.39916	0.735406	43.8847	32.5431	29.4417	-239.678	243.663	1	1	0	0	185.63711547551583	-0.2769999999999999	3.0886243071795865	3.101020656316333
131476	3	0.0963981	1.86314	36.1486	-10.418	34.6148	3.49005	57.821	-0.800495	0.671733	7.01309	5.48946	4.36455	-6.23301	93.355	-0.0251552	2.64548	30.7085	-27.0062	14.6177	-0.77256	31.0757	0.163334	0.878308	25.9818	16.5882	19.9971	4.26261	26.7453	-0.28078	-1.08667	34.1778	15.9075	-30.2502	-9.72306	35.534	-0.0506499	2.67524	31.1364	-27.8114	14.0	-1.57773	31.1763	0.215796	1.17028	25.4278	9.91419	23.4154	5.5299	26.0221	-0.338871	-2.92135	25.0763	-24.4706	-5.47827	-8.66123	26.53	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.287098	-1.0955	34.4402	15.7597	-30.6228	-10.0241	35.8693	1	1	0	0	92.59600469569408	-0.2664459	1.50496	1.5283644916140946
131507	2	-1.43389	1.05278	71.6303	35.4684	62.2326	-141.707	165.035	-1.87115	0.908126	53.1056	32.6718	41.8659	-168.393	198.721	-1.20223	1.57986	43.0105	-0.390028	43.0088	-65.0963	78.1634	-1.39003	0.49211	40.6864	35.8585	19.2238	-76.6104	86.8713	-1.0773	-1.70726	20.5578	-2.79659	-20.3667	-26.6863	33.6865	-1.23934	1.52305	47.2607	2.25545	47.2068	-74.7603	88.4459	-1.38132	0.47966	34.5762	30.6744	15.9562	-64.4655	73.1527	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.0653	-1.69392	20.298	-2.49292	-20.1444	-25.9517	32.947	1	1	0	0	88.24611787112848	0.14198	1.04339	1.053005703925672
131681	2	-0.610901	0.602031	37.4422	30.8594	21.2042	-24.323	63.3948	-2.34717	0.513277	4.99759	4.3536	2.45399	-25.8882	95.8998	-0.239658	1.34299	31.2496	7.05751	30.4422	-7.56112	32.493	-0.616675	-0.370226	25.5317	23.8019	-9.23805	-16.7619	30.9018	-0.0481914	-2.52592	32.4673	-26.5058	-18.7502	-1.56525	32.505	-0.233199	1.35489	27.3346	5.85605	26.6999	-6.43234	28.0812	-0.641577	-0.350271	27.0732	25.4293	-9.29025	-18.5859	32.839	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0484117	-2.52242	32.2483	-26.2618	-18.7156	-1.56181	32.2861	1	1	0	0	89.18505335358891	0.40837799999999996	1.705161	1.7533814835354569
132132	2	-2.64713	0.695216	60.0865	46.1414	38.4885	-421.885	428.512	-3.92761	0.194886	22.6513	22.2225	4.38653	-574.956	587.149	-2.39386	0.254518	47.8949	46.3519	12.0589	-260.175	264.589	-2.51105	1.57876	26.4304	-0.210564	26.4296	-161.71	163.923	-2.01267	-2.18246	41.654	-23.9189	-34.102	-153.071	158.637	-2.41093	0.293313	36.7805	35.2096	10.6342	-203.297	206.597	-1.21035	-2.80056	23.0376	-21.7109	-7.70515	-35.2082	42.0755	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-2.00202	-2.18412	41.2021	-23.7155	-33.6926	-149.748	155.313	1	1	0	0	106.83144616248315	-1.20058	3.093873	3.3186507011930315
132558	2	1.35601	1.00213	35.185	18.9475	29.6475	63.7371	85.5951	3.947	1.83686	3.08867	-0.812117	2.97999	79.9355	122.527	0.716234	1.52547	34.9541	1.5838	34.9182	27.2314	44.5581	1.44889	-0.294708	18.146	17.3637	-5.27069	36.5057	41.037	0.470494	-2.20849	33.1903	-19.7596	-26.6675	16.1984	36.9322	0.746537	1.57808	41.4945	-0.30239	41.4934	33.9357	53.6043	1.42117	-0.218117	23.0858	22.5388	-4.99558	45.0236	50.5972	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.482148	-2.21126	32.1935	-19.2377	-25.8134	16.1305	36.0085	1	1	0	0	102.4383958462817	-0.674633	1.7961969999999998	1.918711376809446
132727	2	2.93996	-1.53779	24.939	0.823031	-24.9254	235.202	240.749	4.07009	1.28463	10.2744	2.90023	9.85662	300.76	314.991	2.22267	-2.40613	28.0343	-20.788	-18.8091	127.887	131.008	2.26796	-0.275804	22.4599	21.6111	-6.11629	107.315	109.741	1.38933	1.51115	34.844	2.0772	34.782	65.5573	74.2419	2.2021	-2.40963	34.1841	-25.4283	-22.8463	152.691	156.47	2.3613	-0.343111	23.7783	22.3923	-7.99945	124.959	127.202	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.38679	1.51702	36.4183	1.95765	36.3656	68.3226	77.4226	1	1	0	0	103.25036859815583	-0.1591999999999998	-2.066519	2.0726421344170824
132758	2	-1.62817	0.138133	26.6271	26.3735	3.66639	-65.2134	83.5181	-3.02919	-2.96871	7.39481	-7.28458	-1.27209	-76.2856	119.293	-1.21505	-0.790539	26.7272	18.8016	-18.9959	-41.0765	49.2312	-0.888552	1.24834	23.8938	7.57189	22.6623	-24.1369	34.2869	-0.319988	-2.99591	34.0184	-33.6581	-4.93848	-11.0722	35.775	-0.936506	1.19032	29.4052	10.92	27.3023	-31.7437	43.2704	-1.24571	-0.905588	23.2329	14.3399	-18.2793	-37.0293	43.7142	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.315005	-2.99735	34.0373	-33.6838	-4.89256	-10.9001	35.74	1	1	0	0	92.8735805046107	0.30920400000000015	2.095908	2.1185932733962884
132869	2	-1.76418	-0.958173	32.295	18.5702	-26.4219	-91.4833	106.943	-3.76475	0.630859	5.07386	4.09725	2.99276	-109.417	144.31	-0.955407	-1.79322	26.8685	-5.92711	-26.2066	-29.7579	40.3676	-1.65448	-0.00878832	24.4982	24.4973	-0.215295	-61.7255	66.5754	-0.522897	2.02805	32.7825	-14.4729	29.4147	-17.9338	37.3672	-1.59095	0.0105659	31.8818	31.88	0.336853	-74.9972	81.4925	-1.04458	-1.8217	24.1138	-5.98694	-23.3588	-30.0261	38.5103	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.528065	2.03876	33.4922	-15.1073	29.8914	-18.5196	38.2714	1	1	0	0	98.10378301540258	-0.54637	1.8322659000000001	1.9119933329389018
133037	2	1.85668	1.52696	46.6907	2.04632	46.6458	145.821	159.591	2.85813	0.954778	26.4363	15.2746	21.5769	229.621	248.054	1.86739	2.18151	32.0177	-18.3607	26.23	101.125	106.177	1.22131	0.785611	28.8661	20.407	20.4157	44.6958	53.414	1.80458	-1.08525	28.345	13.2283	-25.0689	83.7997	88.4637	1.86452	2.13206	30.8517	-16.4211	26.1184	97.1503	101.931	1.22417	0.749498	23.8265	17.4417	16.2323	37.0186	44.0236	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.80794	-1.08995	27.9106	12.9095	-24.7457	82.8088	87.386	1	1	0	0	82.85245681366355	0.64035	1.382562	1.5236554093179995
