eventno	jetmultiplicity	highb_Eta	highb_Phi	highb_pT	highb_Px	highb_Py	highb_Pz	highb_E	lowb_Eta	lowb_Phi	lowb_pT	lowb_Px	lowb_Py	lowb_Pz	lowb_E	genphoton_Eta	genphoton_Phi	genphoton_pT	genphoton_Px	genphoton_Py	genphoton_Pz	genphoton_E	jet1_Eta	jet1_Phi	jet1_pT	jet1_Px	jet1_Py	jet1_Pz	jet1_E	jet2_Eta	jet2_Phi	jet2_pT	jet2_Px	jet2_Py	jet2_Pz	jet2_E	jet3_Eta	jet3_Phi	jet3_pT	jet3_Px	jet3_Py	jet3_Pz	jet3_E	jet4_Eta	jet4_Phi	jet4_pT	jet4_Px	jet4_Py	jet4_Pz	jet4_E	isophoton_Eta	isophoton_Phi	isophoton_pT	isophoton_Px	isophoton_Py	isophoton_Pz	isophoton_E	jet1_btag	jet2_btag	jet3_btag	jet4_btag	invmass_2j1p	delta_eta_jet1_jet2	delta_phi_jet1_jet2	deltaR_jet1_jet2
427829	2	2.20733	-2.87806	46.6626	-45.0516	-12.1553	209.548	214.732	0.22733	0.727512	45.2279	33.7776	30.0772	10.3704	46.639	1.93756	-1.00928	21.173	11.274	-17.9218	71.9641	75.0142	2.26863	-2.78246	57.7537	-54.0692	-20.2982	276.14	282.115	0.0160901	0.818005	32.8834	22.4816	23.9977	0.529119	32.8876	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.80588	-1.024	21.7439	11.3059	-18.5735	64.373	67.9461	1	1	0	0	172.35833797292747	2.2525399	2.6827203071795864	3.5029879028688846
427830	2	0.158741	-2.40648	28.9762	-21.4933	-19.4334	4.61905	29.7161	-2.12378	1.21776	26.6382	9.21001	24.9954	-109.79	113.073	-1.36654	-0.425184	13.4838	12.2833	-5.56193	-24.7212	28.1594	-0.16195	-2.00099	32.5192	-13.562	-29.5562	-5.28953	32.9466	-1.90438	1.0888	24.2735	11.252	21.508	-79.6935	83.3082	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.30521	-0.368082	14.3461	13.3852	-5.1621	-24.5128	28.4023	1	1	0	0	92.94712320395449	1.74243	-3.08979	3.547233365455394
428709	2	-0.452686	-0.0221913	49.9542	49.9419	-1.10846	-23.3939	55.3605	-0.633579	-2.69374	20.2158	-18.2221	-8.75416	-13.6826	24.8593	0.946246	2.84014	33.2177	-31.7198	9.86262	36.3373	49.2323	-0.22247	0.0537607	53.8734	53.7955	2.89488	-12.0843	55.2121	-0.513722	-2.7126	24.0122	-21.8363	-9.98798	-12.8854	27.251	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.736713	2.81978	48.3902	-45.906	15.3054	38.9631	62.1268	1	1	0	0	142.99814277437312	0.291252	2.7663607000000003	2.781650454318172
429280	2	-0.509536	-2.95834	36.8745	-36.2571	-6.71955	-19.6125	42.0294	1.18947	-0.154087	36.1941	35.7653	-5.55501	53.9466	65.1333	-1.68834	1.53075	12.2844	0.491809	12.2746	-32.097	34.3675	0.88616	-0.360024	53.4074	49.9834	-18.8152	53.7695	75.786	-0.713149	-2.6019	26.6739	-22.8826	-13.7071	-20.6764	33.7493	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.42479	0.684672	15.0323	11.6444	9.50673	-29.4364	33.0526	1	1	0	0	135.22954849460638	1.5993089999999999	2.241876	2.7538695097729304
429464	2	0.0248917	-2.65251	65.2788	-57.6259	-30.6687	1.62507	65.4679	1.33938	0.694348	49.4608	38.0092	31.6492	87.9086	100.977	-1.08816	-0.0499404	19.6412	19.6167	-0.98048	-25.8476	32.4635	1.11135	0.901986	63.2677	39.2293	49.6373	85.7069	106.529	0.306198	-2.90549	55.4122	-53.8748	-12.962	17.2335	58.0302	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.08163	0.641814	18.649	14.9381	11.1642	-24.3412	30.664	1	1	0	0	172.17886107937292	0.8051520000000001	2.4757093071795864	2.603345216593379
429480	2	-1.40262	-1.00488	37.3544	20.029	-31.5308	-71.3448	80.6692	-2.30359	1.16535	27.0526	10.6704	24.8593	-134.048	136.831	-2.45972	2.9276	31.416	-30.6994	6.67156	-182.465	185.149	-1.84557	-1.0695	47.2985	22.7299	-41.4788	-146.004	153.474	-2.00297	1.25814	22.9068	7.04591	21.7963	-83.3365	86.4274	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-2.42035	2.93396	34.6694	-33.9248	7.14681	-193.471	196.553	1	1	0	0	107.46404563998944	0.15739999999999998	-2.3276399999999997	2.332955792465858
429508	2	2.00006	3.05188	42.0838	-41.9146	3.77057	152.641	158.406	-1.78409	0.296256	19.1296	18.2963	5.58472	-55.3439	58.745	0.756913	-0.377143	25.4037	23.6183	-9.35529	21.1177	33.0349	-1.34851	-0.133958	34.5728	34.2631	-4.61747	-62.0938	71.0698	2.22195	-3.04861	30.3938	-30.2626	-2.82195	138.548	141.843	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.64868	-0.392207	28.2481	26.1032	-10.7973	19.6364	34.4027	1	1	0	0	225.1504883890808	-3.57046	2.9146520000000002	4.60905422974215
429805	3	-0.566795	-1.03864	41.9218	21.2709	-36.1246	-25.0539	49.0635	-0.0729662	1.9804	29.504	-11.75	27.0634	-2.15471	29.9536	-2.01735	2.38093	13.1436	-9.52095	9.06121	-48.5353	50.2835	-0.650287	-0.622681	40.0664	32.5466	-23.3673	-27.9302	48.8407	0.232066	1.28947	33.9207	9.41757	32.5872	7.9427	34.8382	0.870493	-2.99649	32.1027	-31.7653	-4.64179	31.6106	45.0534	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.48685	2.15548	13.7208	-7.57302	11.4416	-28.7936	31.8957	1	1	0	0	96.7896878152704	-0.8823529999999999	-1.912151	2.1059126913075006
429980	2	1.47215	-1.19167	71.2122	26.3564	-66.1553	147.023	163.429	0.86324	0.563411	7.20083	6.08786	3.84577	7.01734	11.0989	2.17123	2.05086	70.2503	-32.4442	62.3095	304.01	312.021	2.10106	-1.83031	50.3294	-12.915	-48.6441	202.638	208.795	2.17183	-0.954605	47.2417	27.3025	-38.5533	204.565	209.949	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.15028	1.75496	90.19	-16.5159	88.6649	381.993	392.496	1	1	0	0	187.81194728022518	-0.07077	-0.8757050000000001	0.8785599808351164
430029	3	-0.719236	0.410179	83.8294	76.8757	33.429	-65.6275	106.567	-0.223328	-2.75669	66.8509	-61.9598	-25.1004	-15.0541	68.6859	1.23104	-2.63235	17.0836	-14.9159	-8.32856	26.7597	31.7479	-0.90306	0.234433	63.9699	62.2201	14.8597	-65.9471	91.8759	0.0326511	-2.85268	57.4381	-55.0574	-16.3648	1.87575	57.4687	2.0865	-1.98265	44.7019	-17.8947	-40.9639	177.3	182.848	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.42915	2.38581	14.5633	-10.5982	9.98839	28.658	32.1461	1	1	0	0	177.76670092791113	-0.9357111	3.087113	3.2258056261083388
431175	2	1.17835	-0.45441	58.1472	52.2464	-25.5227	85.5115	103.515	-0.540352	2.38097	56.9924	-41.2857	39.289	-32.3167	65.6855	-0.371763	-2.24321	17.5968	-10.9607	-13.7663	-6.69357	18.8269	0.788056	-0.520525	56.4839	49.003	-28.0914	49.2649	74.9497	-1.03108	2.13161	47.3464	-25.1822	40.0941	-57.9396	74.8243	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.90114	-2.03114	14.1724	-6.29613	-12.6971	-14.5714	20.3269	1	1	0	0	167.58979314275408	1.8191359999999999	-2.652135	3.2160652737034114
431608	3	-0.0359473	-2.20459	71.7339	-42.4815	-57.802	-2.5792	71.934	-2.23033	0.810796	17.8242	12.2794	12.9196	-81.9505	83.998	0.311346	0.97848	54.0981	30.2021	44.8824	17.1166	56.7413	0.155042	-2.33065	57.9224	-39.8979	-41.9901	9.01646	58.62	-0.193482	-1.74257	44.668	-7.63504	-44.0106	-8.69647	45.5067	1.24112	0.159974	29.1523	28.78	4.64372	46.2128	54.6395	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.357266	1.10305	56.3311	25.3986	50.2803	20.556	59.9645	1	1	0	0	157.23943199962375	0.348524	-0.5880799999999999	0.6835986139365702
431861	2	-0.600769	2.47975	39.888	-31.4661	24.5141	-25.4312	47.5383	-1.94194	-1.96237	25.0141	-9.54644	-23.1208	-85.4089	89.1206	-1.54996	-0.0339579	41.0362	41.0125	-1.39323	-92.3119	101.022	-0.769614	2.45551	52.7965	-40.8505	33.447	-44.7646	69.2195	-1.96436	-1.99874	24.4351	-10.1406	-22.2316	-85.4019	88.8289	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.58209	-0.0298282	42.2209	42.2021	-1.25919	-98.3658	107.044	1	1	0	0	133.68094761747437	1.194746	1.8289353071795862	2.1845874581632314
431907	3	0.301212	2.87368	29.5901	-28.5345	7.83314	9.04826	31.2975	-1.46608	-0.527879	18.5885	16.0582	-9.36309	-38.1195	42.6699	0.439468	0.12202	12.5697	12.4762	1.52995	5.70351	13.8032	-0.405019	2.19039	55.4876	-32.2221	45.1732	-23.093	60.1013	-1.15816	-0.362888	29.141	27.2432	-10.3443	-41.8176	50.9697	2.64856	-1.70021	25.1109	-3.24055	-24.901	176.567	178.344	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0529892	0.501717	16.2726	14.2671	7.82599	0.862674	16.2954	1	1	0	0	101.06608097629204	0.7531410000000001	2.5532779999999997	2.662038675745527
431994	3	-1.91148	0.226063	51.4154	50.1072	11.5244	-170.062	177.727	-0.205239	3.12922	48.2712	-48.2675	0.597383	-9.97684	49.515	0.704804	-1.72142	12.2606	-1.83974	-12.1217	9.37469	15.4339	-0.526181	3.02721	50.997	-50.6638	5.82043	-28.0892	58.2211	-1.9484	0.204462	41.8088	40.9379	8.48887	-143.716	149.674	1.0842	-0.843836	22.8528	15.188	-17.0755	29.9246	37.6528	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.357895	-2.68823	20.6165	-18.5338	-9.02995	7.5371	21.9511	1	1	0	0	158.1732745956709	1.422219	2.8227480000000003	3.1607931212695655
432027	2	0.249835	-1.68184	49.5503	-5.49111	-49.2451	12.5086	51.3204	1.68633	0.763642	40.6604	29.3699	28.119	106.01	113.638	0.509586	2.41728	31.8827	-23.8788	21.1261	16.9594	36.1127	0.224925	-1.5457	51.2722	1.28667	-51.2561	11.6299	52.5747	1.8796	0.702599	27.1418	20.7137	17.5391	86.8299	90.9731	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.46477	2.4139	30.7538	-22.9643	20.4558	14.8136	34.1357	1	1	0	0	136.2489428883949	-1.654675	-2.2482990000000003	2.7915583012049026
432044	2	0.606786	2.35209	30.2411	-21.2958	21.4712	19.4968	36.2869	-1.93667	-0.336261	21.725	20.5083	-7.16837	-73.7715	77.0474	2.41506	-1.51579	14.3245	0.787497	-14.3029	79.5087	80.7888	0.758709	2.31823	31.4657	-21.389	23.0782	26.2306	40.965	-1.77684	-0.65433	23.0186	18.2642	-14.0098	-66.0861	69.9801	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.26894	-1.11897	17.8624	7.79886	-16.07	85.4332	87.2806	1	1	0	0	192.73098392255568	2.535549	2.9725599999999996	3.9070604915973592
432313	3	-1.11822	0.141837	192.676	190.741	27.2371	-263.248	326.26	0.128002	-2.99963	156.813	-155.236	-22.1874	20.1273	158.17	-0.856644	-3.00032	35.8626	-35.5053	-5.0497	-34.6192	49.846	-1.25645	0.0284588	176.376	176.305	5.01878	-284.695	334.903	0.439712	-2.98521	95.0702	-93.9101	-14.8064	43.1636	104.41	-0.0597589	-2.75749	40.5616	-37.6061	-15.1996	-2.42536	40.634	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.784204	-2.90832	38.7843	-37.7338	-8.96547	-33.6295	51.3338	1	1	1	0	403.3292317991245	-1.6961620000000002	3.0136688	3.4582025918585857
432867	2	-0.328862	2.87805	56.0089	-54.0751	14.5907	-18.753	59.2517	1.98033	-1.23707	40.1808	13.1618	-37.964	142.784	148.404	1.1913	0.519042	47.1191	40.9133	23.3733	70.3852	84.7012	-0.172443	2.80308	69.7078	-65.7518	23.1489	-12.0803	70.7468	1.92783	-1.15141	36.1091	14.7035	-32.98	121.492	126.744	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1444	0.544044	48.5641	41.5525	25.1368	68.5272	83.9908	1	1	0	0	217.35961983592992	-2.100273	2.3286953071795864	3.135915896227006
433474	2	-0.529194	2.06439	34.7533	-16.466	30.605	-19.2618	40.0113	-1.37066	2.19012	26.6253	-15.4555	21.6803	-49.0441	56.0029	-1.94225	-1.02267	61.2595	31.9215	-52.2852	-209.233	218.016	-0.578501	2.11288	32.1275	-16.5753	27.5216	-19.6399	37.6551	-1.5101	2.13753	24.4993	-13.1533	20.669	-52.7506	58.1622	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-2.0146	-1.11013	58.9732	26.2163	-52.8256	-217.15	225.016	1	1	0	0	138.08144615533973	0.931599	-0.02464999999999984	0.9319250609898845
433989	2	1.26125	3.11256	38.9213	-38.9049	1.12977	63.1792	74.3544	-0.129332	0.193585	27.3778	26.8664	5.26689	-3.55069	28.0043	0.156188	-0.488413	13.6324	12.0385	-6.39666	2.13788	13.799	1.40213	3.03803	32.3698	-32.1963	3.34637	61.7903	69.7556	-0.0220531	0.237458	26.4536	25.7113	6.22276	-0.583431	26.46	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.234093	-0.410917	17.6929	16.2201	-7.06744	4.17973	18.1799	1	1	0	0	93.32680465223856	1.4241831	2.800572	3.141894496877578
434018	2	-2.16266	0.561363	30.7438	26.0256	16.3662	-131.879	135.497	0.0275454	-2.14721	26.707	-14.5558	-22.3917	0.735746	27.1273	-0.400345	2.65788	12.9562	-11.4698	6.02555	-5.32661	14.0084	-0.394997	-2.12577	27.4826	-14.4812	-23.3578	-11.14	29.6546	-1.94543	0.643608	25.2091	20.1657	15.1276	-86.3878	89.9908	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.339224	3.06575	13.0188	-12.9814	0.986469	-4.50147	13.7751	1	1	0	0	85.35421193536229	1.550433	-2.769378	3.1738457735644623
434738	2	-1.59306	0.100957	130.544	129.879	13.157	-307.788	334.361	-1.89483	1.80305	51.0145	-11.742	49.6448	-165.825	173.558	-1.79334	-2.65299	133.793	-118.137	-62.8018	-390.881	413.145	-1.78722	0.0425444	121.611	121.501	5.1723	-352.999	373.36	-1.85296	1.87158	50.9576	-15.097	48.6699	-158.526	166.515	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.61334	-2.64696	130.751	-115.079	-62.0686	-315.131	341.179	1	1	0	0	304.55390212249785	0.06573999999999991	-1.8290356	1.8302166466479755
434783	2	-0.630844	0.970809	54.9343	31.0176	45.3396	-36.9997	66.3991	-0.532598	-1.69177	34.988	-4.2222	-34.7323	-19.5281	40.3435	-1.73349	-2.76466	28.8186	-26.7954	-10.6073	-79.0161	84.1074	-1.44408	0.988435	89.2221	49.072	74.5153	-178.533	199.586	-0.694761	-1.76121	39.5974	-7.49452	-38.8817	-29.778	49.5447	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.41243	-2.42016	55.9697	-42.0253	-36.966	-108.088	121.719	1	1	0	0	193.4404222404862	-0.7493190000000001	2.749645	2.8499169443662744
435822	2	-1.70528	-2.47767	30.9274	-24.3578	-19.0578	-82.2853	88.0311	-0.923015	0.888892	18.463	11.6367	14.3342	-19.5666	27.3097	-0.175558	0.355543	13.5698	12.7211	4.72363	-2.39454	13.7794	-2.09969	3.02016	29.3946	-29.1782	3.56058	-118.184	121.785	-1.89926	-2.08789	26.2613	-12.9824	-22.8279	-85.7602	89.691	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.752867	0.683191	16.7264	12.9724	10.5589	-13.8166	21.695	1	1	0	0	77.59614440307976	-0.20042999999999989	1.1751353071795858	1.1921053540187039
435866	4	0.897414	1.49059	47.8875	3.83699	47.7335	48.98	68.6611	-0.659977	-1.29638	29.3125	7.94324	-28.2158	-20.7809	36.2375	0.602305	-2.11383	22.7973	-11.7802	-19.5178	14.5763	27.059	1.11797	1.00351	42.0443	22.5925	35.4585	57.4261	71.1722	1.14047	-2.70545	35.7208	-32.3769	-15.0903	50.1623	61.5811	4.45591	1.23539	30.8931	10.1687	29.1716	1330.3	1330.66	-0.440717	-1.24534	26.5506	8.48924	-25.1569	-12.0838	29.1711	0.879386	-1.75707	22.4559	-4.15873	-22.0675	22.3928	31.7129	1	1	0	0	99.78336581972516	-0.022500000000000187	2.5742253071795864	2.574323635855414
436022	4	-0.507317	-1.81955	48.1303	-11.8495	-46.6489	-25.4783	54.6604	1.1897	1.42964	39.0081	5.48813	38.6201	58.1565	70.1848	-0.371859	0.900757	10.2434	6.36134	8.02878	-3.89751	10.9599	1.46599	1.409	39.1295	6.30354	38.6184	80.2347	89.2677	-0.754813	-2.21837	35.9718	-21.7001	-28.6893	-29.8047	46.715	-3.66452	-0.591316	27.4448	22.7849	-15.2992	-535.337	536.04	-2.85398	0.103446	23.7529	23.6259	2.45276	-205.452	206.821	-0.316916	1.17123	10.0059	3.89252	9.21772	-3.22438	10.5126	1	1	0	0	136.87059110733617	2.220803	2.6558153071795862	3.4619822227530865
436080	2	-2.50439	1.14016	30.8035	12.8588	27.9912	-187.198	189.773	-0.728347	-1.98366	19.6825	-7.89723	-18.0287	-15.6372	25.5737	-1.88858	-2.03286	11.1296	-4.96155	-9.96245	-35.9414	37.6251	-1.13524	-1.44595	28.5805	3.55883	-28.3581	-39.8781	49.0623	-2.25263	1.03833	28.5697	14.5038	24.6144	-134.386	137.389	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-2.04709	-1.82605	10.9909	-2.77512	-10.6348	-41.8546	43.2737	1	1	0	0	75.00555920103459	1.1173899999999999	-2.48428	2.7240057875305626
437385	2	-0.535726	0.804369	66.8727	46.3806	48.1747	-37.5639	76.8447	-1.72035	-2.46749	59.3235	-46.3476	-37.0294	-160.395	171.079	-0.17898	-1.57376	11.1453	-0.0330345	-11.1453	-2.00546	11.3243	-0.716089	0.651786	72.1942	57.3946	43.7935	-56.2304	91.5089	-2.22297	-2.59039	29.6348	-25.2457	-15.5202	-135.23	138.439	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.545814	-1.48002	11.0016	0.997272	-10.9563	-6.30744	12.6814	1	1	0	0	135.4928465749053	1.5068810000000001	3.041009307179586	3.393880957622684
437391	2	-0.993837	0.844911	42.2457	28.0426	31.5961	-49.2464	65.0538	-3.16742	-2.659	6.66463	-5.90351	-3.09288	-78.9889	79.4088	-0.523935	-2.23118	36.0911	-22.1391	-28.5032	-19.7865	41.1592	-1.12467	0.638197	48.3371	38.8229	28.7967	-66.5712	82.269	0.755956	-2.82506	24.0064	-22.8138	-7.47265	19.9263	31.1988	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.152524	-1.73667	27.9818	-4.62019	-27.5977	-4.28445	28.3079	1	1	0	0	131.67188182659538	-1.880626	2.819928307179586	3.389505835591484
437572	2	0.30426	2.60785	40.4901	-34.8583	20.5997	12.5105	42.6386	1.08335	-0.877487	35.6484	22.7824	-27.4185	46.6302	58.8836	0.628317	0.514029	13.868	12.0759	6.81877	9.29828	16.6967	0.845688	-0.75389	39.9477	29.1231	-27.3434	37.9567	55.1047	0.503643	2.2252	28.6707	-17.4515	22.7476	15.058	32.3845	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.736384	0.656217	17.7226	14.0417	10.813	14.2625	22.7489	1	1	0	0	83.2249342387244	0.34204500000000004	-2.9790900000000002	2.9986617031811043
437613	2	-0.115949	-0.431448	32.9175	29.901	-13.7657	-3.82531	33.4706	0.0203034	2.62057	22.8421	-19.8111	11.3701	0.463805	23.3252	-0.798936	2.90849	10.3703	-10.0898	2.39554	-9.19518	13.8598	0.0469995	-0.400115	28.5218	26.2691	-11.11	1.341	28.5533	-0.105289	2.57329	28.1114	-23.6927	15.1296	-2.9653	28.2673	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.804385	2.87191	11.8347	-11.407	3.15307	-10.58	15.8744	1	1	0	0	70.75444434960322	0.1522885	-2.973405	2.9773023160668872
438413	2	1.6967	1.79765	32.5659	-7.32447	31.7315	85.8542	91.9433	1.29675	-1.92985	26.9747	-9.4787	-25.2545	45.6411	53.2244	0.0276392	-0.367912	18.0083	16.8032	-6.47701	0.497798	18.0152	1.44191	-1.88844	29.9873	-9.36596	-28.4872	59.8591	66.9504	1.43707	1.80563	25.8056	-6.00457	25.0973	51.2334	57.3654	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.330029	-1.10996	27.033	12.0215	-24.213	9.08454	28.5187	1	1	0	0	90.23706199083334	0.0048399999999999554	2.5891153071795863	2.5891198310374985
438489	4	1.8189	-1.34025	47.4458	10.8416	-46.1905	142.406	150.175	0.313054	-1.89666	27.8858	-8.92694	-26.4183	8.87306	29.6384	-0.805681	1.59716	72.634	-1.91465	72.6088	-65.0597	97.5114	1.3038	-1.40825	65.7655	10.6426	-64.8987	112.189	130.044	0.102363	-1.84402	41.078	-11.0846	-39.5542	4.21222	41.2934	-0.991997	-1.27005	28.7841	8.52679	-27.4921	-33.4727	44.1468	3.69392	1.43713	24.1905	3.22391	23.9747	485.954	486.556	-0.403542	1.78717	97.9154	-21.0212	95.6322	-40.5941	105.997	1	1	0	0	265.76150262582354	1.201437	0.43577	1.2780243964295048
438795	2	0.644832	-0.0405767	99.8934	99.8112	-4.05223	68.9723	121.482	0.976227	-2.93948	95.1906	-93.253	-19.1083	108.407	144.345	0.938842	1.84673	24.0711	-6.55815	23.1605	26.0683	35.482	0.951139	-2.9916	127.759	-126.325	-19.0914	140.686	190.039	0.551853	-0.278621	34.336	33.0118	-9.44343	19.9249	39.6984	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.990577	2.02231	27.9378	-12.19	25.1382	32.4278	42.8028	1	1	0	0	160.84700374191954	0.3992859999999999	-2.712979	2.7422042892966596
438872	3	-0.313313	2.64354	44.7182	-39.2855	21.3627	-14.2411	47.1658	-1.75598	-0.239391	24.1801	23.4906	-5.73337	-67.9027	72.2325	-2.25777	-0.780126	22.2206	15.795	-15.6293	-105.072	107.396	-0.401902	1.8846	58.5821	-18.0831	55.7213	-24.1832	63.3774	-0.425473	-1.90225	40.4969	-13.1785	-38.2926	-17.7549	44.218	-1.51769	0.0629034	33.3981	33.332	2.09947	-72.5148	79.8362	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.92357	-0.477607	23.2673	20.6636	-10.6949	-77.9368	81.3358	1	1	0	0	145.49001689803325	0.02357100000000001	2.496335307179586	2.496446586232599
438920	2	1.21145	0.60512	50.1087	41.2111	28.5049	76.6813	91.7223	0.86848	-2.00048	36.9016	-15.3724	-33.5472	36.2318	51.9284	-1.5568	2.94887	26.326	-25.8386	5.04234	-59.6651	65.2149	1.14799	0.587967	51.1723	42.5789	28.3837	72.5262	88.7617	0.908962	-1.95355	33.1734	-12.3894	-30.7731	34.4805	47.8475	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.42241	2.95952	30.8058	-30.2966	5.57799	-60.1632	67.5914	1	1	0	0	198.7294466643328	0.23902800000000002	2.541517	2.5527324666076936
439108	3	3.36883	-0.254131	26.501	25.6499	-6.66249	384.397	385.339	-0.673102	-2.40646	26.2885	-19.4993	-17.6314	-19.0616	32.8104	0.5458	1.81876	25.0604	-6.15063	24.2939	14.3672	28.8867	-0.0173471	1.37021	64.4564	12.8426	63.164	-1.11819	64.4661	-0.529727	-1.95994	37.2458	-14.1311	-34.4611	-20.6659	42.595	2.82255	0.0996076	31.8575	31.6996	3.16801	266.97	268.864	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.134767	2.30487	16.2016	-10.8535	12.0288	2.19005	16.3489	1	1	0	0	114.19107735540636	0.5123799	2.9530353071795865	2.997157100882976
439962	2	0.872177	-0.92838	49.1619	29.4545	-39.3615	48.5246	69.2359	-0.483898	2.89099	31.2258	-30.2504	7.74356	-15.7067	35.2681	-0.4677	1.54563	31.6279	0.79592	31.6179	-15.3376	35.1507	-0.23185	2.56966	48.5229	-40.8008	26.2635	-11.3511	49.833	0.878626	-0.793582	24.56	17.2238	-17.5081	24.4647	34.6657	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0241917	1.29626	33.9192	9.19554	32.649	-0.820644	33.9291	1	1	0	0	109.3292107102693	-1.110476	2.9199433071795866	3.1239759704131624
439981	2	1.51436	1.65563	72.4327	-6.13702	72.1723	156.693	172.688	1.07654	-1.01575	48.7127	25.6707	-41.3998	63.1741	79.9124	2.29844	-2.1364	36.4487	-19.5337	-30.7724	179.66	183.32	1.4199	1.47391	69.1948	6.69363	68.8703	134.756	151.483	1.24145	-0.811101	56.3781	38.8276	-40.8767	89.4059	105.697	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.37528	-1.92239	34.1076	-11.7466	-32.021	181.811	184.982	1	1	0	0	171.86126127546362	0.17845	2.285011	2.2919685147534206
440433	2	-1.2678	0.753992	29.5546	21.5442	20.2317	-48.3449	56.8577	-2.16992	-2.81323	26.1088	-24.7139	-8.41986	-112.834	115.911	-1.93994	-1.30862	12.2298	3.16972	-11.8119	-41.6706	43.4282	-2.16257	-2.8297	33.2399	-31.6362	-10.2	-142.572	146.396	-1.30963	0.904784	22.509	13.9073	17.6986	-38.6579	44.7335	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.92384	-1.29575	10.8871	2.95686	-10.4779	-36.4783	38.0683	1	1	0	0	70.05484839287281	-0.85294	2.548701307179586	2.687635577383759
